year,plot,block,quad,species,rel.cov,lat.name
2011,F5,3,3,moss,0.151898734,Mixed moss
2011,F5,3,4,moss,0.02919708,Mixed moss
2011,F5,3,5,moss,0.016129032,Mixed moss
2011,F5,3,6,moss,0.032520325,Mixed moss
2011,F10,3,2,moss,0.028571429,Mixed moss
2011,F10,3,3,moss,0.013333333,Mixed moss
2011,F10,3,4,moss,0.011363636,Mixed moss
2011,F10,3,5,moss,0.02739726,Mixed moss
2011,F10,3,6,moss,0.011695906,Mixed moss
2011,F10,3,7,moss,0.01242236,Mixed moss
2011,F10,3,8,moss,0.010810811,Mixed moss
2012,CT,1,1,moss,0.1121,Mixed moss
2012,CT,1,2,moss,0.0541,Mixed moss
2012,CT,1,3,moss,0.0348,Mixed moss
2012,CT,1,4,moss,0.1618,Mixed moss
2012,CT,1,5,moss,0.093,Mixed moss
2012,CT,1,6,moss,0.0339,Mixed moss
2012,CT,1,7,moss,0.0149,Mixed moss
2012,CT,1,8,moss,0.1,Mixed moss
2012,F2,1,1,moss,0.0303,Mixed moss
2012,F2,1,2,moss,0.0702,Mixed moss
2012,F2,1,3,moss,0.144,Mixed moss
2012,F2,1,4,moss,0.1967,Mixed moss
2012,F2,1,5,moss,0.2115,Mixed moss
2012,F2,1,6,moss,0.0128,Mixed moss
2012,F2,1,7,moss,0.0408,Mixed moss
2012,F2,1,8,moss,0.0174,Mixed moss
2012,F5,1,1,moss,0.0345,Mixed moss
2012,F5,1,2,moss,0.0104,Mixed moss
2012,F5,1,3,moss,0.0472,Mixed moss
2012,F5,1,4,moss,0.0313,Mixed moss
2012,F5,1,5,moss,0.0561,Mixed moss
2012,F5,1,6,moss,0.0167,Mixed moss
2012,F5,1,7,moss,0.0172,Mixed moss
2012,F5,1,8,moss,0.1165,Mixed moss
2012,F10,1,1,moss,0.0777,Mixed moss
2012,F10,1,2,moss,0.0308,Mixed moss
2012,F10,1,3,moss,0.0093,Mixed moss
2012,F10,1,4,moss,0.011,Mixed moss
2012,F10,1,5,moss,0.0288,Mixed moss
2012,F10,1,6,moss,0.007,Mixed moss
2012,CT,2,1,moss,0.1517,Mixed moss
2012,CT,2,2,moss,0.0828,Mixed moss
2012,CT,2,3,moss,0.1007,Mixed moss
2012,CT,2,4,moss,0.1628,Mixed moss
2012,CT,2,5,moss,0.1769,Mixed moss
2012,CT,2,6,moss,0.1043,Mixed moss
2012,CT,2,7,moss,0.0704,Mixed moss
2012,CT,2,8,moss,0.1983,Mixed moss
2012,F2,2,1,moss,0.0749,Mixed moss
2012,F2,2,2,moss,0.0599,Mixed moss
2012,F2,2,3,moss,0.0769,Mixed moss
2012,F2,2,4,moss,0.0761,Mixed moss
2012,F2,2,5,moss,0.1039,Mixed moss
2012,F2,2,6,moss,0.1071,Mixed moss
2012,F2,2,7,moss,0.1618,Mixed moss
2012,F2,2,8,moss,0.0491,Mixed moss
2012,F5,2,1,moss,0.0076,Mixed moss
2012,F5,2,2,moss,0.0149,Mixed moss
2012,F5,2,4,moss,0.0137,Mixed moss
2012,F5,2,5,moss,0.0071,Mixed moss
2012,F5,2,6,moss,0.0132,Mixed moss
2012,F5,2,7,moss,0.0165,Mixed moss
2012,F10,2,2,moss,0.0099,Mixed moss
2012,F10,2,4,moss,0.0071,Mixed moss
2012,F10,2,5,moss,0.0272,Mixed moss
2012,F10,2,7,moss,0.0148,Mixed moss
2012,CT,3,1,moss,0.0645,Mixed moss
2012,CT,3,2,moss,0.0759,Mixed moss
2012,CT,3,3,moss,0.0556,Mixed moss
2012,CT,3,4,moss,0.0619,Mixed moss
2012,CT,3,5,moss,0.0721,Mixed moss
2012,CT,3,6,moss,0.1143,Mixed moss
2012,CT,3,7,moss,0.15,Mixed moss
2012,CT,3,8,moss,0.1667,Mixed moss
2012,F2,3,1,moss,0.0336,Mixed moss
2012,F2,3,2,moss,0.0432,Mixed moss
2012,F2,3,3,moss,0.016,Mixed moss
2012,F2,3,4,moss,0.0719,Mixed moss
2012,F2,3,5,moss,0.0702,Mixed moss
2012,F2,3,6,moss,0.0795,Mixed moss
2012,F2,3,7,moss,0.2194,Mixed moss
2012,F2,3,8,moss,0.0559,Mixed moss
2012,F5,3,2,moss,0.0168,Mixed moss
2012,F5,3,3,moss,0.0926,Mixed moss
2012,F5,3,5,moss,0.0078,Mixed moss
2012,F5,3,6,moss,0.0339,Mixed moss
2012,F5,3,7,moss,0.0566,Mixed moss
2012,F5,3,8,moss,0.018,Mixed moss
2012,F10,3,4,moss,0.0122,Mixed moss
2012,F10,3,5,moss,0.0104,Mixed moss
2012,F10,3,6,moss,0.0189,Mixed moss
2013,CT,1,1,moss,0.1212,Mixed moss
2013,CT,1,2,moss,0.1429,Mixed moss
2013,CT,1,3,moss,0.169,Mixed moss
2013,CT,1,4,moss,0.3467,Mixed moss
2013,CT,1,5,moss,0.099,Mixed moss
2013,CT,1,6,moss,0.0272,Mixed moss
2013,CT,1,7,moss,0.065,Mixed moss
2013,CT,1,8,moss,0.0917,Mixed moss
2013,F2,1,1,moss,0.0248,Mixed moss
2013,F2,1,2,moss,0.0238,Mixed moss
2013,F2,1,3,moss,0.0133,Mixed moss
2013,F2,1,4,moss,0.025,Mixed moss
2013,F2,1,5,moss,0.0284,Mixed moss
2013,F2,1,6,moss,0.0207,Mixed moss
2013,F2,1,7,moss,0.0127,Mixed moss
2013,F2,1,8,moss,0.0118,Mixed moss
2013,F5,1,1,moss,0.018,Mixed moss
2013,F5,1,3,moss,0.0558,Mixed moss
2013,F5,1,4,moss,0.036,Mixed moss
2013,F5,1,5,moss,0.014,Mixed moss
2013,F5,1,6,moss,0.0226,Mixed moss
2013,F5,1,7,moss,0.0533,Mixed moss
2013,F5,1,8,moss,0.0491,Mixed moss
2013,F10,1,1,moss,0.0154,Mixed moss
2013,F10,1,3,moss,0.0074,Mixed moss
2013,F10,1,4,moss,0.0069,Mixed moss
2013,F10,1,5,moss,0.0078,Mixed moss
2013,F10,1,6,moss,0.0423,Mixed moss
2013,CT,2,1,moss,0.1529,Mixed moss
2013,CT,2,2,moss,0.1192,Mixed moss
2013,CT,2,3,moss,0.0342,Mixed moss
2013,CT,2,4,moss,0.1395,Mixed moss
2013,CT,2,5,moss,0.2148,Mixed moss
2013,CT,2,6,moss,0.0392,Mixed moss
2013,CT,2,7,moss,0.0396,Mixed moss
2013,CT,2,8,moss,0.1058,Mixed moss
2013,F2,2,1,moss,0.0128,Mixed moss
2013,F2,2,2,moss,0.0714,Mixed moss
2013,F2,2,3,moss,0.0854,Mixed moss
2013,F2,2,5,moss,0.0518,Mixed moss
2013,F2,2,6,moss,0.0541,Mixed moss
2013,F2,2,7,moss,0.0892,Mixed moss
2013,F2,2,8,moss,0.0118,Mixed moss
2013,F2,2,NA,moss,0.0994,Mixed moss
2013,F5,2,1,moss,0.1138,Mixed moss
2013,F5,2,2,moss,0.0206,Mixed moss
2013,F5,2,4,moss,0.1046,Mixed moss
2013,F5,2,6,moss,0.0392,Mixed moss
2013,F5,2,7,moss,0.0157,Mixed moss
2013,F5,2,8,moss,0.0146,Mixed moss
2013,F10,2,2,moss,0.0417,Mixed moss
2013,F10,2,4,moss,0.012,Mixed moss
2013,CT,3,1,moss,0.18,Mixed moss
2013,CT,3,2,moss,0.1022,Mixed moss
2013,CT,3,3,moss,0.1429,Mixed moss
2013,CT,3,4,moss,0.0196,Mixed moss
2013,CT,3,5,moss,0.0645,Mixed moss
2013,CT,3,6,moss,0.1786,Mixed moss
2013,CT,3,7,moss,0.0513,Mixed moss
2013,CT,3,8,moss,0.0556,Mixed moss
2013,F2,3,1,moss,0.012,Mixed moss
2013,F2,3,2,moss,0.041,Mixed moss
2013,F2,3,3,moss,0.0107,Mixed moss
2013,F2,3,4,moss,0.0759,Mixed moss
2013,F2,3,5,moss,0.0408,Mixed moss
2013,F2,3,6,moss,0.0548,Mixed moss
2013,F2,3,7,moss,0.0976,Mixed moss
2013,F2,3,8,moss,0.0625,Mixed moss
2013,F5,3,1,moss,0.0914,Mixed moss
2013,F5,3,2,moss,0.0752,Mixed moss
2013,F5,3,3,moss,0.0164,Mixed moss
2013,F5,3,3,moss,0.0079,Mixed moss
2013,F5,3,4,moss,0.0172,Mixed moss
2013,F10,3,5,moss,0.0258,Mixed moss
2013,F10,3,6,moss,0.0068,Mixed moss
2014,CT,1,1,moss,0.0408,Mixed moss
2014,CT,1,2,moss,0.0467,Mixed moss
2014,CT,1,3,moss,0.068,Mixed moss
2014,CT,1,4,moss,0.1257,Mixed moss
2014,CT,1,5,moss,0.0865,Mixed moss
2014,CT,1,6,moss,0.0481,Mixed moss
2014,CT,1,7,moss,0.0649,Mixed moss
2014,CT,1,8,moss,0.0328,Mixed moss
2014,F2,1,1,moss,0.0104,Mixed moss
2014,F2,1,2,moss,0.0204,Mixed moss
2014,F2,1,3,moss,0.0104,Mixed moss
2014,F2,1,4,moss,0.0201,Mixed moss
2014,F2,1,5,moss,0.0183,Mixed moss
2014,F2,1,6,moss,0.0054,Mixed moss
2014,F2,1,7,moss,0.0102,Mixed moss
2014,F2,1,8,moss,0.0212,Mixed moss
2014,F5,1,1,moss,0.0048,Mixed moss
2014,F5,1,2,moss,0.0044,Mixed moss
2014,F5,1,3,moss,0.0095,Mixed moss
2014,F5,1,4,moss,0.0103,Mixed moss
2014,F5,1,5,moss,0.0242,Mixed moss
2014,F5,1,6,moss,0.0073,Mixed moss
2014,F5,1,7,moss,0.0112,Mixed moss
2014,F5,1,8,moss,0.0098,Mixed moss
2014,F10,1,1,moss,0.0108,Mixed moss
2014,F10,1,2,moss,0.0045,Mixed moss
2014,F10,1,3,moss,0.0337,Mixed moss
2014,F10,1,6,moss,0.0209,Mixed moss
2014,CT,2,1,moss,0.1414,Mixed moss
2014,CT,2,2,moss,0.0635,Mixed moss
2014,CT,2,3,moss,0.0286,Mixed moss
2014,CT,2,4,moss,0.0833,Mixed moss
2014,CT,2,5,moss,0.0984,Mixed moss
2014,CT,2,6,moss,0.0204,Mixed moss
2014,CT,2,7,moss,0.0638,Mixed moss
2014,CT,2,8,moss,0.0398,Mixed moss
2014,F2,2,1,moss,0.0124,Mixed moss
2014,F2,2,2,moss,0.0282,Mixed moss
2014,F2,2,3,moss,0.0541,Mixed moss
2014,F2,2,4,moss,0.0792,Mixed moss
2014,F2,2,5,moss,0.0505,Mixed moss
2014,F2,2,6,moss,0.0286,Mixed moss
2014,F2,2,7,moss,0.0217,Mixed moss
2014,F2,2,8,moss,0.02,Mixed moss
2014,F5,2,1,moss,0.0051,Mixed moss
2014,F5,2,2,moss,0.0051,Mixed moss
2014,F5,2,4,moss,0.0051,Mixed moss
2014,F5,2,8,moss,0.0052,Mixed moss
2014,F10,2,2,moss,0.0398,Mixed moss
2014,F10,2,4,moss,0.0172,Mixed moss
2014,CT,3,1,moss,0.0412,Mixed moss
2014,CT,3,2,moss,0.0406,Mixed moss
2014,CT,3,3,moss,0.0606,Mixed moss
2014,CT,3,4,moss,0.0558,Mixed moss
2014,CT,3,5,moss,0.0498,Mixed moss
2014,CT,3,6,moss,0.0503,Mixed moss
2014,CT,3,7,moss,0.0309,Mixed moss
2014,CT,3,8,moss,0.0419,Mixed moss
2014,F2,3,1,moss,0.0108,Mixed moss
2014,F2,3,2,moss,0.0526,Mixed moss
2014,F2,3,3,moss,0.0104,Mixed moss
2014,F2,3,4,moss,0.0749,Mixed moss
2014,F2,3,5,moss,0.0503,Mixed moss
2014,F2,3,6,moss,0.0851,Mixed moss
2014,F2,3,7,moss,0.1068,Mixed moss
2014,F2,3,8,moss,0.039,Mixed moss
2014,F5,3,1,moss,0.0097,Mixed moss
2014,F5,3,2,moss,0.022,Mixed moss
2014,F5,3,3,moss,0.0068,Mixed moss
2014,F5,3,6,moss,0.0263,Mixed moss
2014,F5,3,7,moss,0.0183,Mixed moss
2014,F5,3,8,moss,0.0111,Mixed moss
2014,F10,3,1,moss,0.011,Mixed moss
2014,F10,3,6,moss,0.0096,Mixed moss
2014,F10,3,8,moss,0.0097,Mixed moss
2015,CT,1,1,moss,0.0531,Mixed moss
2015,CT,1,2,moss,0.0671,Mixed moss
2015,CT,1,3,moss,0.0522,Mixed moss
2015,CT,1,4,moss,0.0813,Mixed moss
2015,CT,1,5,moss,0.2051,Mixed moss
2015,F2,1,1,moss,0.0079,Mixed moss
2015,F2,1,2,moss,0.0067,Mixed moss
2015,F2,1,3,moss,0.0274,Mixed moss
2015,F2,1,4,moss,0.0136,Mixed moss
2015,F2,1,5,moss,0.0085,Mixed moss
2015,F5,1,1,moss,0.0305,Mixed moss
2015,F5,1,2,moss,0.028,Mixed moss
2015,F5,1,3,moss,0.029,Mixed moss
2015,F5,1,4,moss,0.009,Mixed moss
2015,F5,1,5,moss,0.0165,Mixed moss
2015,F10,1,1,moss,0.0076,Mixed moss
2015,F10,1,2,moss,0.0086,Mixed moss
2015,F10,1,3,moss,0.0074,Mixed moss
2015,F10,1,4,moss,0.0076,Mixed moss
2015,F10,1,5,moss,0.0075,Mixed moss
2015,CT,2,1,moss,0.0784,Mixed moss
2015,CT,2,2,moss,0.0284,Mixed moss
2015,CT,2,3,moss,0.0265,Mixed moss
2015,CT,2,4,moss,0.0968,Mixed moss
2015,CT,2,5,moss,0.1121,Mixed moss
2015,F2,2,1,moss,0.0994,Mixed moss
2015,F2,2,2,moss,0.0361,Mixed moss
2015,F2,2,3,moss,0.0244,Mixed moss
2015,F2,2,4,moss,0.0345,Mixed moss
2015,F2,2,5,moss,0.096,Mixed moss
2015,F5,2,2,moss,0.0492,Mixed moss
2015,F10,2,1,moss,0.0315,Mixed moss
2015,F10,2,4,moss,0.0066,Mixed moss
2015,CT,3,1,moss,0.3438,Mixed moss
2015,CT,3,2,moss,0.172,Mixed moss
2015,CT,3,3,moss,0.1653,Mixed moss
2015,CT,3,4,moss,0.3077,Mixed moss
2015,CT,3,5,moss,0.0211,Mixed moss
2015,F2,3,1,moss,0.124,Mixed moss
2015,F2,3,2,moss,0.0083,Mixed moss
2015,F2,3,3,moss,0.0667,Mixed moss
2015,F2,3,4,moss,0.0164,Mixed moss
2015,F2,3,5,moss,0.0143,Mixed moss
2015,F5,3,1,moss,0.0115,Mixed moss
2015,F5,3,2,moss,0.0077,Mixed moss
2015,F5,3,3,moss,0.0522,Mixed moss
2015,F5,3,5,moss,0.0068,Mixed moss
2015,F10,3,1,moss,0.0123,Mixed moss
2015,F10,3,3,moss,0.0093,Mixed moss
2015,F10,3,5,moss,0.0061,Mixed moss
2016,CT,1,1,moss,0.1667,Mixed moss
2016,CT,1,2,moss,0.3,Mixed moss
2016,CT,1,3,moss,0.0645,Mixed moss
2016,CT,1,4,moss,0.1569,Mixed moss
2016,CT,1,5,moss,0.0533,Mixed moss
2016,CT,1,6,moss,0.1132,Mixed moss
2016,CT,1,7,moss,0.087,Mixed moss
2016,CT,1,8,moss,0.0377,Mixed moss
2016,F2,1,2,moss,0.0296,Mixed moss
2016,F2,1,4,moss,0.041,Mixed moss
2016,F2,1,5,moss,0.0435,Mixed moss
2016,F2,1,6,moss,0.0438,Mixed moss
2016,F2,1,8,moss,0.099,Mixed moss
2016,F5,1,1,moss,0.0465,Mixed moss
2016,F5,1,2,moss,0.0227,Mixed moss
2016,F5,1,3,moss,0.0125,Mixed moss
2016,F5,1,4,moss,0.008,Mixed moss
2016,F5,1,5,moss,0.0326,Mixed moss
2016,F5,1,6,moss,0.0077,Mixed moss
2016,F5,1,7,moss,0.0128,Mixed moss
2016,F10,1,3,moss,0.0161,Mixed moss
2016,F10,1,6,moss,0.0111,Mixed moss
2016,CT,2,1,moss,0.0492,Mixed moss
2016,CT,2,2,moss,0.0816,Mixed moss
2016,CT,2,3,moss,0.0909,Mixed moss
2016,CT,2,4,moss,0.093,Mixed moss
2016,CT,2,5,moss,0.129,Mixed moss
2016,CT,2,6,moss,0.1333,Mixed moss
2016,CT,2,7,moss,0.1509,Mixed moss
2016,CT,2,8,moss,0.0833,Mixed moss
2016,F2,2,1,moss,0.0273,Mixed moss
2016,F2,2,2,moss,0.0404,Mixed moss
2016,F2,2,3,moss,0.0149,Mixed moss
2016,F2,2,4,moss,0.0253,Mixed moss
2016,F2,2,5,moss,0.0261,Mixed moss
2016,F2,2,6,moss,0.0513,Mixed moss
2016,F2,2,7,moss,0.0488,Mixed moss
2016,F2,2,8,moss,0.0241,Mixed moss
2016,F5,2,1,moss,0.033,Mixed moss
2016,F5,2,3,moss,0.022,Mixed moss
2016,F5,2,8,moss,0.0206,Mixed moss
2016,CT,3,1,moss,0.0902,Mixed moss
2016,CT,3,2,moss,0.0132,Mixed moss
2016,CT,3,3,moss,0.0901,Mixed moss
2016,CT,3,4,moss,0.1096,Mixed moss
2016,CT,3,5,moss,0.056,Mixed moss
2016,CT,3,6,moss,0.0541,Mixed moss
2016,CT,3,7,moss,0.1062,Mixed moss
2016,CT,3,8,moss,0.1364,Mixed moss
2016,F2,3,1,moss,0.0323,Mixed moss
2016,F2,3,2,moss,0.0449,Mixed moss
2016,F2,3,3,moss,0.0463,Mixed moss
2016,F2,3,4,moss,0.0976,Mixed moss
2016,F2,3,5,moss,0.0976,Mixed moss
2016,F2,3,6,moss,0.0222,Mixed moss
2016,F2,3,7,moss,0.0313,Mixed moss
2016,F2,3,8,moss,0.0941,Mixed moss
2016,F5,3,1,moss,0.0089,Mixed moss
2017,CT,1,1,moss,0.242424242,Mixed moss
2017,CT,1,2,moss,0.086206897,Mixed moss
2017,CT,1,3,moss,0.337662338,Mixed moss
2017,CT,1,4,moss,0.204918033,Mixed moss
2017,CT,1,5,moss,0.204724409,Mixed moss
2017,CT,1,6,moss,0.100840336,Mixed moss
2017,CT,1,7,moss,0.312849162,Mixed moss
2017,CT,1,8,moss,0.076923077,Mixed moss
2017,F5,1,1,moss,0.020100503,Mixed moss
2017,F5,1,3,moss,0.026200873,Mixed moss
2017,F5,1,4,moss,0.008,Mixed moss
2017,F5,1,5,moss,0.008658009,Mixed moss
2017,F5,1,7,moss,0.007936508,Mixed moss
2017,F5,1,8,moss,0.010362694,Mixed moss
2017,F10,1,1,moss,0.009345794,Mixed moss
2017,F10,1,5,moss,0.024242424,Mixed moss
2017,F10,1,6,moss,0.004739336,Mixed moss
2017,CT,2,1,moss,0.237113402,Mixed moss
2017,CT,2,2,moss,0.067567568,Mixed moss
2017,CT,2,3,moss,0.153846154,Mixed moss
2017,CT,2,4,moss,0.112903226,Mixed moss
2017,CT,2,5,moss,0.206185567,Mixed moss
2017,CT,2,6,moss,0.006329114,Mixed moss
2017,CT,2,7,moss,0.107623318,Mixed moss
2017,CT,2,8,moss,0.05,Mixed moss
2017,F2,2,1,moss,0.016393443,Mixed moss
2017,F2,2,2,moss,0.026548673,Mixed moss
2017,F2,2,3,moss,0.086538462,Mixed moss
2017,F2,2,4,moss,0.006578947,Mixed moss
2017,F2,2,5,moss,0.006535948,Mixed moss
2017,F2,2,6,moss,0.009433962,Mixed moss
2017,F2,2,7,moss,0.028169014,Mixed moss
2017,F2,2,8,moss,0.006944444,Mixed moss
2017,F5,2,5,moss,0.022346369,Mixed moss
2017,F10,2,3,moss,0.011494253,Mixed moss
2017,F10,2,4,moss,0.008196721,Mixed moss
2017,F10,2,5,moss,0.017857143,Mixed moss
2017,F10,2,7,moss,0.02189781,Mixed moss
2017,CT,3,1,moss,0.022727273,Mixed moss
2017,CT,3,2,moss,0.119402985,Mixed moss
2017,CT,3,3,moss,0.082051282,Mixed moss
2017,CT,3,4,moss,0.041666667,Mixed moss
2017,CT,3,5,moss,0.082901554,Mixed moss
2017,CT,3,6,moss,0.00625,Mixed moss
2017,CT,3,7,moss,0.046296296,Mixed moss
2017,CT,3,8,moss,0.072992701,Mixed moss
2017,F2,3,2,moss,0.113636364,Mixed moss
2017,F2,3,3,moss,0.01242236,Mixed moss
2017,F2,3,4,moss,0.066037736,Mixed moss
2017,F2,3,6,moss,0.012987013,Mixed moss
2017,F2,3,7,moss,0.007462687,Mixed moss
2017,F2,3,8,moss,0.00990099,Mixed moss
2017,F5,3,1,moss,0.007518797,Mixed moss
2017,F5,3,2,moss,0.026666667,Mixed moss
2017,F5,3,3,moss,0.012048193,Mixed moss
2018,CT,1,1,moss,0.092307692,Mixed moss
2018,CT,1,2,moss,0.193548387,Mixed moss
2018,CT,1,3,moss,0.175572519,Mixed moss
2018,CT,1,4,moss,0.113475177,Mixed moss
2018,CT,1,5,moss,0.14084507,Mixed moss
2018,CT,1,6,moss,0.111111111,Mixed moss
2018,CT,1,7,moss,0.110294118,Mixed moss
2018,F2,1,1,moss,0.021582734,Mixed moss
2018,F2,1,2,moss,0.025641026,Mixed moss
2018,F2,1,3,moss,0.009615385,Mixed moss
2018,F2,1,4,moss,0.026785714,Mixed moss
2018,F2,1,5,moss,0.016260163,Mixed moss
2018,F2,1,6,moss,0.007462687,Mixed moss
2018,F2,1,7,moss,0.017094017,Mixed moss
2018,F2,1,8,moss,0.01,Mixed moss
2018,F5,1,1,moss,0.018867925,Mixed moss
2018,F5,1,3,moss,0.026548673,Mixed moss
2018,F5,1,5,moss,0.00990099,Mixed moss
2018,F5,1,8,moss,0.021052632,Mixed moss
2018,F10,1,5,moss,0.010204082,Mixed moss
2018,CT,2,1,moss,0.139534884,Mixed moss
2018,CT,2,2,moss,0.116666667,Mixed moss
2018,CT,2,3,moss,0.129032258,Mixed moss
2018,CT,2,4,moss,0.151898734,Mixed moss
2018,CT,2,5,moss,0.103896104,Mixed moss
2018,CT,2,6,moss,0.018181818,Mixed moss
2018,CT,2,7,moss,0.104895105,Mixed moss
2018,CT,2,8,moss,0.042105263,Mixed moss
2018,F2,2,1,moss,0.020979021,Mixed moss
2018,F2,2,3,moss,0.068181818,Mixed moss
2018,F2,2,4,moss,0.013986014,Mixed moss
2018,F2,2,5,moss,0.014285714,Mixed moss
2018,F2,2,6,moss,0.025806452,Mixed moss
2018,F2,2,7,moss,0.014760148,Mixed moss
2018,F2,2,8,moss,0.044692737,Mixed moss
2018,F10,2,6,moss,0.017241379,Mixed moss
2018,F10,2,8,moss,0.008510638,Mixed moss
2018,CT,3,1,moss,0.125714286,Mixed moss
2018,CT,3,2,moss,0.14213198,Mixed moss
2018,CT,3,3,moss,0.093896714,Mixed moss
2018,CT,3,4,moss,0.102857143,Mixed moss
2018,CT,3,5,moss,0.090452261,Mixed moss
2018,CT,3,6,moss,0.01183432,Mixed moss
2018,CT,3,7,moss,0.031088083,Mixed moss
2018,CT,3,8,moss,0.061728395,Mixed moss
2018,F2,3,1,moss,0.073619632,Mixed moss
2018,F2,3,2,moss,0.004716981,Mixed moss
2018,F2,3,3,moss,0.031746032,Mixed moss
2018,F2,3,4,moss,0.134615385,Mixed moss
2018,F2,3,5,moss,0.030150754,Mixed moss
2018,F2,3,6,moss,0.005847953,Mixed moss
2018,F2,3,7,moss,0.042016807,Mixed moss
2018,F2,3,8,moss,0.025531915,Mixed moss
2018,F5,3,6,moss,0.014492754,Mixed moss
2018,F5,3,8,moss,0.014492754,Mixed moss
2018,CT,4,1,moss,0.066666667,Mixed moss
2018,CT,4,2,moss,0.080808081,Mixed moss
2018,CT,4,3,moss,0.099447514,Mixed moss
2018,CT,4,4,moss,0.063157895,Mixed moss
2018,CT,4,5,moss,0.160427807,Mixed moss
2018,CT,4,6,moss,0.311320755,Mixed moss
2018,CT,4,7,moss,0.194444444,Mixed moss
2018,CT,4,8,moss,0.084507042,Mixed moss
2019,CT,1,1,moss,0.048780488,Mixed moss
2019,CT,1,2,moss,0.059259259,Mixed moss
2019,CT,1,3,moss,0.113207547,Mixed moss
2019,CT,1,4,moss,0.303030303,Mixed moss
2019,CT,1,5,moss,0.194805195,Mixed moss
2019,CT,1,6,moss,0.163522013,Mixed moss
2019,CT,1,7,moss,0.081300813,Mixed moss
2019,CT,1,8,moss,0.15503876,Mixed moss
2019,F2,1,4,moss,0.053097345,Mixed moss
2019,F2,1,7,moss,0.018518519,Mixed moss
2019,F5,1,1,moss,0.01369863,Mixed moss
2019,F5,1,2,moss,0.016,Mixed moss
2019,F5,1,3,moss,0.032786885,Mixed moss
2019,F5,1,4,moss,0.020618557,Mixed moss
2019,F5,1,5,moss,0.014084507,Mixed moss
2019,F5,1,8,moss,0.028985507,Mixed moss
2019,F10,1,6,moss,0.042857143,Mixed moss
2019,F10,1,7,moss,0.004672897,Mixed moss
2019,CT,2,1,moss,0.164383562,Mixed moss
2019,CT,2,2,moss,0.337837838,Mixed moss
2019,CT,2,3,moss,0.076502732,Mixed moss
2019,CT,2,4,moss,0.078651685,Mixed moss
2019,CT,2,5,moss,0.086956522,Mixed moss
2019,CT,2,6,moss,0.03125,Mixed moss
2019,CT,2,7,moss,0.061349693,Mixed moss
2019,CT,2,8,moss,0.055555556,Mixed moss
2019,F2,2,1,moss,0.006756757,Mixed moss
2019,F2,2,2,moss,0.005617978,Mixed moss
2019,F2,2,3,moss,0.007142857,Mixed moss
2019,F2,2,4,moss,0.031746032,Mixed moss
2019,F2,2,5,moss,0.024242424,Mixed moss
2019,F2,2,6,moss,0.021276596,Mixed moss
2019,F2,2,7,moss,0.115183246,Mixed moss
2019,F2,2,8,moss,0.094736842,Mixed moss
2019,F5,2,1,moss,0.015267176,Mixed moss
2019,CT,3,1,moss,0.096969697,Mixed moss
2019,CT,3,2,moss,0.086956522,Mixed moss
2019,CT,3,3,moss,0.144578313,Mixed moss
2019,CT,3,4,moss,0.036585366,Mixed moss
2019,CT,3,5,moss,0.06097561,Mixed moss
2019,CT,3,6,moss,0.046728972,Mixed moss
2019,CT,3,7,moss,0.09375,Mixed moss
2019,CT,3,8,moss,0.235294118,Mixed moss
2019,F2,3,2,moss,0.104166667,Mixed moss
2019,F2,3,3,moss,0.030769231,Mixed moss
2019,F2,3,4,moss,0.169934641,Mixed moss
2019,F2,3,5,moss,0.039215686,Mixed moss
2019,F2,3,6,moss,0.005494505,Mixed moss
2019,F2,3,7,moss,0.081081081,Mixed moss
2019,F2,3,8,moss,0.027972028,Mixed moss
2019,F5,3,2,moss,0.03030303,Mixed moss
2020,CT,1,1,moss,0.134146341,Mixed moss
2020,CT,1,2,moss,0.090909091,Mixed moss
2020,CT,1,3,moss,0.18556701,Mixed moss
2020,CT,1,4,moss,0.275862069,Mixed moss
2020,CT,1,5,moss,0.161490683,Mixed moss
2020,F2,1,2,moss,0.011363636,Mixed moss
2020,F2,1,3,moss,0.011111111,Mixed moss
2020,F2,1,4,moss,0.042857143,Mixed moss
2020,F2,1,5,moss,0.014925373,Mixed moss
2020,F5,1,1,moss,0.012820513,Mixed moss
2020,F5,1,2,moss,0.015151515,Mixed moss
2020,F5,1,3,moss,0.012345679,Mixed moss
2020,F5,1,4,moss,0.012820513,Mixed moss
2020,F5,1,5,moss,0.029411765,Mixed moss
2020,F10,1,3,moss,0.006711409,Mixed moss
2020,CT,2,1,moss,0.225988701,Mixed moss
2020,CT,2,2,moss,0.093959732,Mixed moss
2020,CT,2,3,moss,0.077419355,Mixed moss
2020,CT,2,4,moss,0.052356021,Mixed moss
2020,CT,2,5,moss,0.13253012,Mixed moss
2020,F2,2,2,moss,0.005235602,Mixed moss
2020,F2,2,3,moss,0.007407407,Mixed moss
2020,F2,2,4,moss,0.005076142,Mixed moss
2020,F2,2,5,moss,0.00617284,Mixed moss
2020,F5,2,1,moss,0.02962963,Mixed moss
2020,F10,2,2,moss,0.012658228,Mixed moss
2020,CT,3,1,moss,0.061728395,Mixed moss
2020,CT,3,2,moss,0.096385542,Mixed moss
2020,CT,3,3,moss,0.056338028,Mixed moss
2020,CT,3,4,moss,0.076923077,Mixed moss
2020,CT,3,5,moss,0.093333333,Mixed moss
2020,F2,3,1,moss,0.013513514,Mixed moss
2020,F2,3,2,moss,0.111111111,Mixed moss
